support,itemsets
0.24666666666666667,"frozenset({'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23666666666666666,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.22666666666666666,"frozenset({'Chemotherapy', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.25333333333333335,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.25333333333333335,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.25,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.25,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.24666666666666667,"frozenset({'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Gender_Female', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.24333333333333335,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.24333333333333335,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.24,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.24,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.23666666666666666,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.23,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.23,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.21666666666666667,"frozenset({'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.21,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.22,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.22,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21666666666666667,"frozenset({'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21333333333333335,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Chemotherapy'})"
0.21333333333333335,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.21333333333333335,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21333333333333335,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21,"frozenset({'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Chemotherapy'})"
0.21,"frozenset({'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Chemotherapy'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.2,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Chemotherapy'})"
0.2,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Chemotherapy'})"
0.2,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.2,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.21,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.2733333333333333,"frozenset({'Self_Care_No_problems', 'Support_From_Close', 'Gender_Female'})"
0.25666666666666665,"frozenset({'Self_Care_No_problems', 'Gender_Female', 'Emotional_Impact'})"
0.24666666666666667,"frozenset({'Self_Care_No_problems', 'Support_Satisfaction_Satisfied', 'Gender_Female'})"
0.24333333333333335,"frozenset({'Self_Care_No_problems', 'Gender_Female', 'Support_From_Close', 'Emotional_Impact'})"
0.24666666666666667,"frozenset({'Self_Care_No_problems', 'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Self_Care_No_problems', 'Support_Satisfaction_Satisfied', 'Gender_Female', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Gender_Female', 'Emotional_Impact', 'Self_Care_No_problems'})"
0.26666666666666666,"frozenset({'Source_of_Income_Employment', 'Support_From_Close', 'Gender_Female'})"
0.25,"frozenset({'Source_of_Income_Employment', 'Gender_Female', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Self_Care_No_problems', 'Source_of_Income_Employment', 'Gender_Female'})"
0.24,"frozenset({'Support_Satisfaction_Satisfied', 'Source_of_Income_Employment', 'Gender_Female'})"
0.24,"frozenset({'Source_of_Income_Employment', 'Gender_Female', 'Support_From_Close', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Self_Care_No_problems', 'Source_of_Income_Employment', 'Support_From_Close', 'Gender_Female'})"
0.2,"frozenset({'Self_Care_No_problems', 'Source_of_Income_Employment', 'Gender_Female', 'Emotional_Impact'})"
0.24,"frozenset({'Support_Satisfaction_Satisfied', 'Source_of_Income_Employment', 'Support_From_Close', 'Gender_Female'})"
0.21333333333333335,"frozenset({'Support_Satisfaction_Satisfied', 'Source_of_Income_Employment', 'Gender_Female', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Gender_Female', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.45,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Gender_Female'})"
0.4166666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Gender_Female', 'Emotional_Impact'})"
0.4166666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Gender_Female', 'Support_From_Close', 'Emotional_Impact'})"
0.4,"frozenset({'Gender_Female', 'Health_Satisfaction', 'Emotional_Impact'})"
0.3933333333333333,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Gender_Female'})"
0.35,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Gender_Female'})"
0.38666666666666666,"frozenset({'Gender_Female', 'Support_From_Close', 'Health_Satisfaction', 'Emotional_Impact'})"
0.35,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female'})"
0.3433333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Gender_Female', 'Health_Satisfaction', 'Emotional_Impact'})"
0.3433333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female', 'Emotional_Impact'})"
0.35,"frozenset({'Gender_Female', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.3433333333333333,"frozenset({'Work_Readiness_Dissatisfied', 'Health_Satisfaction', 'Gender_Female'})"
0.3433333333333333,"frozenset({'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.34,"frozenset({'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.3233333333333333,"frozenset({'Travel_Impact', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2966666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.3,"frozenset({'Chemotherapy', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.34,"frozenset({'Work_Readiness_Dissatisfied', 'Gender_Female', 'Health_Satisfaction', 'Emotional_Impact'})"
0.34,"frozenset({'Gender_Female', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.3333333333333333,"frozenset({'Work_Readiness_Dissatisfied', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female'})"
0.33,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.33666666666666667,"frozenset({'Gender_Female', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.33,"frozenset({'Gender_Female', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly'})"
0.33,"frozenset({'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Health_Satisfaction', 'Gender_Female'})"
0.32666666666666666,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.32666666666666666,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.32,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.31666666666666665,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.32,"frozenset({'Travel_Impact', 'Gender_Female', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.31666666666666665,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.31333333333333335,"frozenset({'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.31333333333333335,"frozenset({'Health_Satisfaction', 'Travel_Impact', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.31333333333333335,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.31,"frozenset({'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.30666666666666664,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.30333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.31,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.30666666666666664,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.30333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.30333333333333334,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.3,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2966666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.29333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2966666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.29333333333333333,"frozenset({'Work_Readiness_Dissatisfied', 'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Gender_Female'})"
0.29333333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Gender_Female', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.2866666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.27,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.25,"frozenset({'Support_Satisfaction_Satisfied', 'Chemotherapy', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.29333333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.29333333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.29,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.29,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2866666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2833333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2833333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2833333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2833333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.28,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.28,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.27,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.26666666666666666,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.2633333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.26,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.26,"frozenset({'Support_Satisfaction_Satisfied', 'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact'})"
0.25,"frozenset({'Support_Satisfaction_Satisfied', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Chemotherapy'})"
0.25,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.25,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
0.24,"frozenset({'Support_Satisfaction_Satisfied', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Chemotherapy'})"
